zipcode,MedianFamilyIncome,no_college,category_hotdogs_frac,lapophalfshare,Fresh_FV,soda,bmi,ow,fastfood,white_frac,black_frac,hispanic_frac,category_waterproofing,category_countertopinstall,category_electronics,age,male_frac,fast_food,Treatment
55359,114866.56,0.587362267,0.188325991,0.936335718,0.639234603,0.024640561,26.1143375,0.53125,0.267387801,0.92311241,0.0210672,0.033061664,0.000608273,0.001824818,0.003649635,37.4375,0.21875,0.267387801,False
55364,105689.7,0.540540541,0.128712871,0.886619902,0.62619686,0.010015671,27.23587639,0.652777778,0.309285825,0.922793867,0.007086882,0.025962521,0.000606796,0.001820388,0.003640777,37.51388889,0.208333333,0.309285825,False
55369,98438.91,0.585751039,0.026096033,0.844619664,0.673280287,0.034413811,28.45621645,0.719354839,0.332177861,0.855913542,0.033261865,0.034015182,0.001166861,0.002917153,0.001750292,40.03225806,0.319354839,0.332177861,False
55372,110378.39,0.572875325,0.024271845,0.843753203,0.610047923,0.030101561,27.65807383,0.630841121,0.333790706,0.90046403,0.013644326,0.020497219,0.0,0.003521127,0.002934272,41.20093458,0.271028037,0.333790706,False
55373,96571.17,0.665796345,0.189520624,0.972137847,0.630666684,0.060640597,28.41386047,0.76744186,0.341220453,0.906964474,0.001231094,0.077031305,0.000572082,0.002860412,0.002860412,41.72093023,0.255813953,0.341220453,False
55374,102880.64,0.618916538,0.03003337,0.891396448,0.701798253,0.042039625,28.61871102,0.661417323,0.344202765,0.941352234,0.0,0.005836981,0.000572082,0.003432494,0.00228833,40.30708661,0.228346457,0.344202765,False
55375,116515.4,0.563446651,0.188325991,0.960832219,0.653349778,0.019250613,27.92690488,0.707317073,0.288995747,0.901994964,0.016269611,0.034669766,0.000604595,0.00241838,0.00362757,38.41463415,0.268292683,0.288995747,False
55376,91208.48,0.669886201,0.190140845,0.870465206,0.602916383,0.040283852,28.07225625,0.7,0.355109292,0.918701556,0.02226237,0.017017309,0.00057241,0.003434459,0.002289639,37.975,0.25,0.355109292,False
55378,103209.63,0.563954118,0.024414063,0.807012841,0.60381818,0.031855568,27.66734907,0.644859813,0.317675948,0.812405809,0.036374846,0.034422524,0.0,0.003504673,0.002920561,40.51401869,0.299065421,0.317675948,False
55379,96313.41,0.640659382,0.023529412,0.801144936,0.589409562,0.028140613,28.58891976,0.725663717,0.342936621,0.698045161,0.052397032,0.091355983,0.0,0.00244798,0.003059976,37.22418879,0.297935103,0.342936621,False
55386,135506.89,0.351740963,0.122426869,0.90017073,0.618276261,0.028601233,27.97424219,0.640625,0.341129088,0.942744458,0.000679995,0.024479804,0.0,0.00243309,0.003649635,41.359375,0.375,0.341129088,False
55387,102770.01,0.556297826,0.195723684,0.853959283,0.658417722,0.033445824,27.38700804,0.696428571,0.302057387,0.946416198,0.004696281,0.021787666,0.000597729,0.001793186,0.003586372,42.02860128,0.303571429,0.302057387,False
55391,121526.56,0.385465217,0.030634573,0.86123224,0.69861723,0.013052477,26.89591239,0.566371681,0.273180443,0.935629483,0.014593124,0.015273312,0.000613874,0.001841621,0.004910988,43.67256637,0.292035398,0.273180443,False
55401,124565.1,0.243326777,0.02584493,0.11277777,0.75720501,0.02191287,25.91544124,0.491525424,0.277608519,0.75357188,0.055379947,0.025414085,0.00137457,0.0,0.00137457,35.79096045,0.350282486,0.277608519,False
55402,112669.22,0.379928315,0.025896414,0.086424354,0.704177724,0.060101995,27.80792,0.657142857,0.291722198,0.702265372,0.13592233,0.0,0.001364256,0.000682128,0.002046385,37.88571429,0.285714286,0.291722198,False
55403,104140.94,0.370208105,0.025922233,0.121332342,0.794845281,0.022636478,26.06104047,0.48372093,0.280588752,0.717574638,0.130009234,0.054909203,0.001380262,0.000690131,0.002070393,33.39534884,0.218604651,0.280588752,False
55404,41627.23,0.70634475,0.03493014,0.069273851,0.756018936,0.024176791,27.67297315,0.617449664,0.270688627,0.395589759,0.339129791,0.16416309,0.001376462,0.000688231,0.001376462,33.17449664,0.288590604,0.270688627,True
55409,93389.2,0.457915947,0.025252525,0.6204047,0.758954291,0.024788445,26.718684,0.65,0.236331424,0.696778053,0.08298436,0.126997693,0.001345895,0.000672948,0.001345895,38.2,0.31,0.236331424,False
55410,128474.47,0.305250563,0.026627219,0.54943232,0.704016,0.021216016,27.07236235,0.561728395,0.28483856,0.871261706,0.023562582,0.039774444,0.0,0.000647668,0.002590674,39.58641975,0.364197531,0.28483856,False
55411,52579.08,0.813737196,0.029087262,0.512215146,0.628821886,0.040545409,30.77331739,0.695652174,0.362716863,0.165293294,0.499104322,0.092205973,0.002028398,0.0,0.004056795,37.82608696,0.260869565,0.362716863,True
